player,position,team,age,birth_year,minutes_90s,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,dribble_tackles,dribbles_vs,dribble_tackles_pct,dribbled_past,blocks,blocked_shots,blocked_passes,interceptions,tackles_interceptions,clearances,errors
Pablo Sarabia,FW,Spain,30-221,1992,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Paik Seung-ho,MF,Korea Republic,25-276,1997,0.3,3,2,1,2,0,2,2,100.0,0,0,0,0,0,3,0,0
Pape Abou Cissé,DF,Senegal,27-095,1995,1.2,0,0,0,0,0,0,0,,0,2,2,0,2,2,6,0
Pape Gueye,MF,Senegal,23-328,1999,1.7,4,2,0,4,0,2,2,100.0,0,2,0,2,2,6,2,0
Pape Matar Sarr,MF,Senegal,20-095,2002,0.7,3,2,1,2,0,1,1,100.0,0,1,0,1,0,3,2,0
Papu Gómez,MF,Argentina,34-306,1988,1.2,2,0,0,1,1,0,1,0.0,1,1,0,1,1,3,0,0
Pathé Ciss,MF,Senegal,28-277,1994,1.6,3,3,1,2,0,0,2,0.0,2,1,1,0,2,5,4,0
Pau Torres,DF,Spain,25-336,1997,1.0,0,0,0,0,0,0,0,,0,1,1,0,0,0,2,0
Paulo Dybala,FW,Argentina,29-033,1993,0.2,3,1,0,2,1,0,0,,0,0,0,0,0,3,1,0
Pedri,MF,Spain,20-023,2002,4.0,4,2,2,2,0,1,6,16.7,5,5,0,5,4,8,3,0
Pedro,FW,Brazil,25-181,1997,0.7,2,2,2,0,0,1,1,100.0,0,0,0,0,1,3,0,0
Pepe,DF,Portugal,39-295,1983,4.0,5,0,4,1,0,3,4,75.0,1,6,4,2,6,11,11,0
Pervis Estupiñán,DF,Ecuador,24-331,1998,3.0,6,3,4,2,0,2,6,33.3,4,4,1,3,3,9,6,0
Phil Foden,FW,England,22-204,2000,2.9,1,1,0,0,1,0,1,0.0,1,2,0,2,1,2,0,0
Piero Hincapié,DF,Ecuador,20-343,2002,3.0,7,4,5,2,0,2,3,66.7,1,2,0,2,2,9,9,0
Pierre Højbjerg,MF,Denmark,27-135,1995,3.0,4,2,2,2,0,3,6,50.0,3,3,1,2,3,7,6,0
Pierre Kunde,MF,Cameroon,27-145,1995,1.5,4,2,3,1,0,0,2,0.0,2,0,0,0,4,8,4,0
Piotr Zieliński,MF,Poland,28-212,1994,3.6,7,5,3,3,1,1,4,25.0,3,1,0,1,1,8,7,0
Przemysław Frankowski,MF,Poland,27-250,1995,2.7,7,4,4,1,2,2,6,33.3,4,1,1,0,3,10,5,0
Rafael Leão,FW,Portugal,23-191,1999,1.0,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0
Raheem Sterling,FW,England,28-010,1994,1.7,1,1,0,1,0,0,2,0.0,2,1,0,1,1,2,0,0
Ramin Rezaeian,DF,IR Iran,32-272,1990,2.0,7,5,5,2,0,3,7,42.9,4,1,0,1,3,10,2,0
Randal Kolo Muani,FW,France,24-013,1998,2.0,7,5,1,3,3,3,3,100.0,0,1,0,1,1,8,1,0
Raphaël Guerreiro,DF,Portugal,28-361,1993,3.1,3,2,2,1,0,1,2,50.0,1,3,0,3,3,6,2,0
Raphaël Varane,DF,France,29-237,1993,5.8,1,0,0,1,0,0,2,0.0,2,4,3,1,6,7,15,0
Raphinha,FW,Brazil,26-004,1996,3.5,8,6,3,2,3,6,8,75.0,2,3,0,3,3,11,0,0
Rasmus Nissen,DF,Denmark,25-160,1997,2.5,8,7,5,3,0,4,8,50.0,4,3,1,2,1,9,7,0
Raúl Jiménez,FW,Mexico,31-227,1991,0.7,0,0,0,0,0,0,0,,0,0,0,0,1,1,1,0
Remo Freuler,MF,Switzerland,30-247,1992,3.6,8,5,3,5,0,4,6,66.7,2,3,0,3,3,11,3,1
Renato Steffen,FW,Switzerland,31-045,1991,0.4,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0
Ricardo Horta,FW,Portugal,28-094,1994,1.3,2,1,1,0,1,1,1,100.0,0,1,1,0,1,3,0,0
Ricardo Rodríguez,DF,Switzerland,30-115,1992,4.0,7,2,5,2,0,2,3,66.7,1,1,0,1,0,7,8,0
Richarlison,FW,Brazil,25-222,1997,3.6,2,2,0,1,1,0,0,,0,4,0,4,1,3,4,0
Richie Laryea,DF,Canada,27-345,1995,1.8,3,1,1,2,0,2,2,100.0,0,2,1,1,0,3,3,0
Riley McGree,FW,Australia,24-046,1998,2.9,2,1,1,0,1,0,1,0.0,1,5,0,5,5,7,3,0
Ritsu Doan,FW,Japan,24-185,1998,2.4,6,5,1,4,1,1,3,33.3,2,4,1,3,3,9,2,0
Riyadh Sharahili,MF,Saudi Arabia,29-234,1993,0.6,0,0,0,0,0,0,0,,0,1,1,0,2,2,4,0
Roan Wilson,MF,Costa Rica,20-231,2002,0.0,0,0,0,0,0,0,0,,0,1,0,1,0,0,1,0
Robert Lewandowski,FW,Poland,34-119,1988,4.0,2,2,0,2,0,0,3,0.0,3,3,1,2,1,3,8,0
Robert Skov,DF,Denmark,26-212,1996,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Roberto Alvarado,FW,Mexico,24-102,1998,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Rodri,DF,Spain,26-179,1996,4.3,5,2,3,1,1,2,2,100.0,0,3,2,1,3,8,9,0
Rodrigo Bentancur,MF,Uruguay,25-176,1997,2.4,9,8,4,4,1,3,3,100.0,0,3,0,3,7,16,5,0
Rodrigo De Paul,MF,Argentina,28-208,1994,6.7,11,6,6,4,1,8,13,61.5,5,8,0,8,7,18,3,0
Rodrygo,MF,Brazil,21-343,2001,2.0,4,1,0,1,3,0,4,0.0,4,6,1,5,2,6,1,0
Rogelio Funes Mori,FW,Mexico,31-288,1991,0.1,1,0,0,1,0,0,0,,0,0,0,0,0,1,0,0
Romain Saïss,DF,Morocco,32-267,1990,5.2,5,2,2,2,1,2,5,40.0,3,3,1,2,3,8,30,1
Romario Ibarra,MF,Ecuador,28-085,1994,0.8,0,0,0,0,0,0,0,,0,1,0,1,1,1,2,0
Romelu Lukaku,FW,Belgium,29-219,1993,0.6,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
Roozbeh Cheshmi,DF,IR Iran,29-147,1993,0.6,0,0,0,0,0,0,0,,0,1,1,0,2,2,3,0
Ruben Vargas,FW,Switzerland,24-135,1998,3.2,0,0,0,0,0,0,0,,0,2,0,2,1,1,4,0
Rubin Colwill,MF,Wales,20-235,2002,0.1,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,0,0
Ró-Ró,DF,Qatar,32-134,1990,2.9,6,4,3,2,1,1,2,50.0,1,2,0,2,8,14,3,0
Rónald Matarrita,DF,Costa Rica,28-162,1994,0.3,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0
Rúben Dias,DF,Portugal,25-218,1997,4.0,4,4,2,2,0,0,1,0.0,1,2,0,2,3,7,9,0
Rúben Neves,MF,Portugal,25-280,1997,3.0,2,1,0,0,2,0,6,0.0,6,3,1,2,3,5,5,0
Saad Al Sheeb,GK,Qatar,32-302,1990,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Sadegh Moharrami,DF,IR Iran,26-292,1996,1.0,1,1,0,1,0,0,2,0.0,2,1,0,1,1,2,3,0
Saeid Ezatolahi,MF,IR Iran,26-078,1996,2.4,6,1,1,3,2,2,8,25.0,6,3,0,3,2,8,4,0
Saleh Al-Shehri,FW,Saudi Arabia,29-047,1993,2.5,3,1,0,1,2,0,1,0.0,1,3,1,2,0,3,2,0
Salem Al-Dawsari,MF,Saudi Arabia,31-121,1991,3.0,5,4,3,2,0,1,2,50.0,1,1,0,1,1,6,2,0
Salis Abdul Samed,MF,Ghana,22-267,2000,2.8,2,2,0,2,0,0,1,0.0,1,2,1,1,4,6,8,0
Salman Al-Faraj,MF,Saudi Arabia,33-139,1989,0.5,1,0,0,1,0,0,1,0.0,1,2,0,2,0,1,0,0
Sam Adekugbe,DF,Canada,27-336,1995,1.1,0,0,0,0,0,0,0,,0,1,0,1,1,1,1,0
Saman Ghoddos,MF,IR Iran,29-103,1993,0.5,1,0,1,0,0,0,1,0.0,1,0,0,0,0,1,0,0
Sami Al-Najei,MF,Saudi Arabia,25-314,1997,0.5,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0
Samuel Oum Gouet,MF,Cameroon,25-005,1997,1.1,1,1,0,1,0,0,0,,0,0,0,0,0,1,3,0
Sardar Azmoun,FW,IR Iran,27-351,1995,1.4,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0
Saud Abdulhamid,DF,Saudi Arabia,23-153,1999,3.0,5,2,2,2,1,2,2,100.0,0,3,0,3,2,7,6,0
Saša Lukić,MF,Serbia,26-127,1996,2.7,2,0,0,2,0,0,2,0.0,2,2,0,2,1,3,5,1
Sebastian Szymański,MF,Poland,23-222,1999,1.5,6,3,3,2,1,0,1,0.0,1,4,1,3,2,8,1,0
Sebastián Coates,DF,Uruguay,32-072,1990,2.0,1,0,0,1,0,0,0,,0,3,1,2,1,2,6,0
Selim Amallah,MF,Morocco,26-033,1996,4.5,13,9,4,6,3,6,11,54.5,5,6,1,5,8,21,3,0
Serge Gnabry,FW,Germany,27-157,1995,2.9,5,2,1,2,2,4,5,80.0,1,2,0,2,2,7,3,0
Sergej Milinković-Savić,MF,Serbia,27-294,1995,2.6,5,1,2,3,0,3,4,75.0,1,5,2,3,2,7,5,0
Sergio Busquets,MF,Spain,34-155,1988,4.0,7,4,3,3,1,3,5,60.0,2,2,0,2,1,8,1,0
Sergio Rochet,GK,Uruguay,29-270,1993,3.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,1
Sergiño Dest,DF,United States,22-045,2000,3.4,4,2,2,1,1,2,3,66.7,1,3,0,3,2,6,7,0
Shaquell Moore,DF,United States,26-046,1996,0.2,2,2,1,1,0,2,2,100.0,0,0,0,0,0,2,3,0
Shogo Taniguchi,DF,Japan,31-156,1991,2.3,1,0,0,1,0,0,0,,0,2,2,0,1,2,10,0
Shūichi Gonda,GK,Japan,33-290,1989,4.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,1
Silvan Widmer,DF,Switzerland,29-288,1993,2.9,10,6,9,1,0,6,6,100.0,0,3,0,3,2,12,15,0
Simon Kjær,DF,Denmark,33-267,1989,0.7,0,0,0,0,0,0,0,,0,1,1,0,5,5,2,0
Sofiane Boufal,FW,Morocco,29-092,1993,5.3,11,5,7,4,0,3,6,50.0,3,9,0,9,2,13,1,0
Sofyan Amrabat,MF,Morocco,26-119,1996,7.3,16,10,15,1,0,9,14,64.3,5,2,1,1,6,22,10,0
Son Heung-min,FW,Korea Republic,30-163,1992,4.0,5,2,4,1,0,4,4,100.0,0,2,0,2,2,7,0,1
Son Jun-ho,MF,Korea Republic,30-220,1992,0.8,3,3,0,3,0,2,2,100.0,0,3,1,2,3,6,0,0
Sorba Thomas,MF,Wales,23-118,1999,0.0,1,1,1,0,0,0,0,,0,0,0,0,0,1,0,0
Srđan Babić,DF,Serbia,26-240,1996,0.1,1,0,1,0,0,1,3,33.3,2,0,0,0,0,1,1,0
Stefan Mitrović,DF,Serbia,32-210,1990,0.4,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,0,0
Stephen Eustáquio,MF,Canada,25-362,1996,1.4,4,2,2,2,0,1,3,33.3,2,0,0,0,2,6,6,0
Steve Mandanda,GK,France,37-265,1985,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Steven Berghuis,MF,Netherlands,30-364,1991,2.2,2,1,1,0,1,1,2,50.0,1,1,0,1,0,2,0,0
Steven Bergwijn,FW,Netherlands,25-071,1997,2.4,1,1,1,0,0,0,1,0.0,1,2,0,2,0,1,0,0
Steven Vitória,DF,Canada,35-341,1987,3.0,3,3,1,2,0,3,3,100.0,0,4,2,2,0,3,7,0
Strahinja Pavlović,DF,Serbia,21-208,2001,2.6,7,2,4,3,0,3,6,50.0,3,6,1,5,1,8,7,0
Sultan Al-Ghanam,DF,Saudi Arabia,28-226,1994,1.4,0,0,0,0,0,0,1,0.0,1,3,1,2,2,2,3,0
Taha Yassine Khenissi,FW,Tunisia,30-346,1992,0.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Tajon Buchanan,MF,Canada,23-313,1999,2.9,1,1,1,0,0,1,5,20.0,4,3,0,3,3,4,0,0
Takefusa Kubo,FW,Japan,21-197,2001,1.0,1,1,0,1,0,0,0,,0,3,0,3,0,1,0,0
Takehiro Tomiyasu,DF,Japan,24-043,1998,2.1,0,0,0,0,0,0,0,,0,2,2,0,0,0,7,1
Takuma Asano,FW,Japan,28-038,1994,1.8,0,0,0,0,0,0,0,,0,0,0,0,1,1,1,0
Takumi Minamino,FW,Japan,27-336,1995,0.7,2,1,1,1,0,2,2,100.0,0,0,0,0,0,2,1,0
Tarek Salman,DF,Qatar,25-013,1997,0.1,1,0,1,0,0,0,0,,0,0,0,0,1,2,0,0
Tariq Lamptey,DF,Ghana,22-079,2000,1.1,3,1,3,0,0,3,4,75.0,1,1,1,0,1,4,4,0
Teun Koopmeiners,MF,Netherlands,24-293,1998,2.4,10,5,2,8,0,5,8,62.5,3,2,1,1,4,14,4,0
Theo Hernández,DF,France,25-073,1997,5.6,16,13,11,5,0,10,15,66.7,5,5,2,3,4,20,8,1
Thiago Almada,MF,Argentina,21-236,2001,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Thiago Silva,DF,Brazil,38-087,1984,4.3,3,1,0,2,1,0,0,,0,3,1,2,5,8,6,0
Thibaut Courtois,GK,Belgium,30-221,1992,3.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1
Thilo Kehrer,DF,Germany,26-088,1996,0.8,6,2,4,1,1,3,3,100.0,0,1,0,1,3,9,2,0
Thomas Delaney,MF,Denmark,31-106,1991,0.5,1,1,0,1,0,0,0,,0,0,0,0,0,1,1,0
Thomas Meunier,DF,Belgium,31-097,1991,2.3,6,6,3,3,0,4,5,80.0,1,1,0,1,2,8,5,0
Thomas Müller,FW,Germany,33-096,1989,2.2,2,2,0,1,1,1,2,50.0,1,4,0,4,1,3,0,0
Thomas Partey,MF,Ghana,29-188,1993,3.0,9,5,8,1,0,4,4,100.0,0,8,2,6,0,9,8,0
Thorgan Hazard,FW,Belgium,29-264,1993,1.2,3,2,2,0,1,0,2,0.0,2,4,0,4,0,3,0,0
Tim Ream,DF,United States,35-074,1987,4.0,4,3,1,3,0,3,3,100.0,0,2,1,1,4,8,12,0
Timothy Castagne,DF,Belgium,27-013,1995,3.0,7,4,6,1,0,4,6,66.7,2,1,0,1,2,9,4,0
Timothy Weah,FW,United States,22-299,2000,3.5,0,0,0,0,0,0,1,0.0,1,5,0,5,0,0,0,0
Toby Alderweireld,DF,Belgium,33-291,1989,3.0,4,2,4,0,0,2,5,40.0,3,3,1,2,0,4,19,0
Trent Alexander-Arnold,DF,England,24-072,1998,0.4,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0
Tyler Adams,MF,United States,23-307,1999,4.0,11,9,7,4,0,3,7,42.9,4,6,0,6,4,15,6,0
Unai Simón,GK,Spain,25-190,1997,4.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,3
Uriel Antuna,FW,Mexico,25-119,1997,0.9,4,3,1,2,1,2,2,100.0,0,1,0,1,0,4,0,0
Vanja Milinković-Savić,GK,Serbia,25-301,1997,3.0,0,0,0,0,0,0,0,,0,0,0,0,1,1,2,0
Victor Nelsson,DF,Denmark,24-065,1998,1.0,0,0,0,0,0,0,1,0.0,1,2,1,1,2,2,1,0
Vincent Aboubakar,FW,Cameroon,30-330,1992,1.6,0,0,0,0,0,0,0,,0,0,0,0,0,0,4,0
Vincent Janssen,FW,Netherlands,28-186,1994,1.0,2,0,0,1,1,0,1,0.0,1,2,0,2,0,2,1,0
Vinicius Júnior,FW,Brazil,22-159,2000,3.3,3,1,1,1,1,0,2,0.0,2,5,1,4,0,3,0,0
Virgil van Dijk,DF,Netherlands,31-163,1991,5.3,2,1,0,2,0,1,2,50.0,1,8,7,1,4,6,21,0
Vitinha,MF,Portugal,22-308,2000,1.3,3,2,1,1,1,2,4,50.0,2,0,0,0,1,4,1,0
Wahbi Khazri,FW,Tunisia,31-313,1991,0.9,2,0,1,1,0,1,1,100.0,0,0,0,0,0,2,0,0
Wajdi Kechrida,DF,Tunisia,27-043,1995,1.2,3,3,3,0,0,1,1,100.0,0,3,1,2,0,3,4,0
Walid Cheddira,FW,Morocco,24-330,1998,0.7,1,0,0,1,0,0,0,,0,0,0,0,0,1,2,0
Walker Zimmerman,DF,United States,29-213,1993,3.1,3,2,3,0,0,3,4,75.0,1,4,3,1,4,7,15,0
Wataru Endo,MF,Japan,29-312,1993,3.4,8,4,4,4,0,3,5,60.0,2,8,3,5,3,11,6,0
Wayne Hennessey,GK,Wales,35-328,1987,1.9,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Weston McKennie,MF,United States,24-112,1998,3.0,2,1,1,0,1,1,4,25.0,3,4,0,4,0,2,5,0
William Carvalho,MF,Portugal,30-255,1992,2.4,6,5,4,2,0,1,2,50.0,1,2,0,2,0,6,3,0
William Saliba,DF,France,21-269,2001,0.3,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0
Wojciech Szczęsny,GK,Poland,32-244,1990,4.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,4,0
Wout Weghorst,FW,Netherlands,30-133,1992,0.7,0,0,0,0,0,0,0,,0,1,1,0,0,0,1,0
Wéverton,GK,Brazil,35-005,1987,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Xavi Simons,FW,Netherlands,19-241,2003,0.1,1,0,1,0,0,0,1,0.0,1,0,0,0,0,1,0,0
Xherdan Shaqiri,FW,Switzerland,31-069,1991,2.5,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0
Yahya Attiat Allah,DF,Morocco,27-291,1995,3.5,4,2,3,1,0,3,7,42.9,4,4,0,4,0,4,15,0
Yahya Jabrane,MF,Morocco,31-183,1991,0.2,,0,,,,,,,,,,,0,,,
Yann Sommer,GK,Switzerland,34-001,1988,3.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Yannick Carrasco,FW,Belgium,29-105,1993,1.3,5,4,4,0,1,5,7,71.4,2,2,0,2,1,6,4,0
Yasser Al-Shahrani,DF,Saudi Arabia,30-207,1992,1.0,3,1,0,3,0,1,1,100.0,0,0,0,0,6,9,6,0
Yassine Bounou,GK,Morocco,31-257,1991,6.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,5,0
Yassine Meriah,DF,Tunisia,29-169,1993,3.0,4,2,3,0,1,3,8,37.5,5,5,0,5,1,5,20,0
Yeltsin Tejeda,MF,Costa Rica,30-276,1992,3.0,4,2,3,1,0,1,6,16.7,5,7,5,2,1,5,7,0
Youri Tielemans,MF,Belgium,25-225,1997,1.1,3,1,1,2,0,1,1,100.0,0,4,1,3,2,5,0,0
Youssef En-Nesyri,FW,Morocco,25-200,1997,6.0,3,2,2,1,0,0,2,0.0,2,5,0,5,1,4,11,0
Youssef Msakni,MF,Tunisia,32-051,1990,1.9,3,1,1,2,0,0,1,0.0,1,2,1,1,0,3,1,0
Youssouf Fofana,MF,France,23-342,1999,2.5,8,5,3,4,1,1,4,25.0,3,6,1,5,3,11,0,0
Youssouf Sabaly,DF,Senegal,29-288,1993,4.0,6,6,4,1,1,3,5,60.0,2,1,0,1,4,10,9,0
Youssoufa Moukoko,FW,Germany,18-028,2004,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Youstin Salas,DF,Costa Rica,26-184,1996,0.5,5,1,4,1,0,3,7,42.9,4,3,1,2,0,5,1,0
Yuki Soma,FW,Japan,25-296,1997,0.9,2,0,0,2,0,0,1,0.0,1,0,0,0,0,2,0,0
Yunus Musah,MF,United States,20-019,2002,3.8,8,6,4,4,0,1,3,33.3,2,7,0,7,2,10,1,0
Yuto Nagatomo,MF,Japan,36-097,1986,2.3,4,2,1,2,1,1,1,100.0,0,2,0,2,0,4,3,0
Zakaria Aboukhlal,FW,Morocco,22-303,2000,0.9,1,1,0,1,0,0,1,0.0,1,2,0,2,1,2,1,0
Álvaro Morata,FW,Spain,30-056,1992,2.1,1,1,1,0,0,1,2,50.0,1,2,1,1,0,1,2,0
Álvaro Zamora,MF,Costa Rica,20-284,2002,0.3,2,0,0,1,1,1,1,100.0,0,0,0,0,1,3,0,0
Ángel Correa,MF,Argentina,27-284,1995,0.1,1,1,1,0,0,0,0,,0,0,0,0,0,1,1,0
Ángel Di María,MF,Argentina,34-307,1988,3.2,3,1,2,0,1,1,3,33.3,2,3,0,3,1,4,0,0
Ángelo Preciado,DF,Ecuador,24-303,1998,2.9,7,5,3,3,1,2,4,50.0,2,2,0,2,6,13,4,0
Éder Militão,DF,Brazil,24-334,1998,3.9,7,6,4,1,2,3,4,75.0,1,1,0,1,3,10,5,0
Óscar Duarte,DF,Costa Rica,33-198,1989,3.0,4,2,4,0,0,2,2,100.0,0,3,1,2,6,10,15,0
İlkay Gündoğan,MF,Germany,32-055,1990,2.1,3,1,1,2,0,0,1,0.0,1,2,0,2,1,4,1,0
